440,"mattmac",1,2003-01-02 14:38:32.090000000
441,"mattmac",1,2003-01-02 18:06:05.030000000
442,"mattm",0,2003-01-11 16:11:06.513000000
443,"mattmac",1,2003-01-11 16:11:24.810000000
444,"mattmac",0,2003-01-11 17:53:50.200000000
445,"mattmac",0,2003-01-11 17:54:03.060000000
446,"matthewmac",0,2003-01-11 17:54:13.327000000
447,"mattmac",1,2003-01-11 17:54:20.967000000
448,"mattmac",1,2003-01-11 18:59:51.687000000
449,"matthewmac",0,2003-01-12 11:48:32.327000000
450,"mattmac",1,2003-01-12 11:48:51.640000000
451,"mattmac",1,2003-01-12 13:47:50.653000000
452,"mattmac",1,2003-01-12 13:51:00.683000000
453,"mttmac",0,2003-01-12 13:54:33.077000000
454,"mattmac",1,2003-01-12 13:54:49.670000000
455,"mattmac",1,2003-01-12 13:57:35.250000000
456,"matt",0,2003-01-12 14:19:19.513000000
457,"mattmac",1,2003-01-12 14:20:02.467000000
458,"mattmac",1,2003-01-12 14:24:48.590000000
459,"mattmac",1,2003-01-12 14:56:22.640000000
460,"mattmac",1,2003-01-12 15:06:20.933000000
461,"mattmac",1,2003-01-12 15:20:46.623000000
462,"mattmac",1,2003-01-12 15:32:10.310000000
463,"mattmac",1,2003-01-12 16:03:53.060000000
464,"mattmac",1,2003-01-12 17:20:50.013000000
465,"mattmac",1,2003-01-12 17:24:55.840000000
466,"mattm",0,2003-01-12 17:26:59.750000000
467,"mattmac",1,2003-01-12 17:27:20.090000000
468,"mattmac",1,2003-01-12 17:43:27.293000000
469,"mattmac",1,2003-01-12 17:44:58.700000000
470,"mattmac",1,2003-01-12 17:46:42.090000000
471,"mattmac",1,2003-01-12 17:48:32.967000000
472,"mattmac",1,2003-01-12 17:51:27.793000000
473,"mattmac",1,2003-01-12 17:52:18.750000000
474,"mattmac",1,2003-01-12 17:53:13.327000000
475,"mattmac",1,2003-01-12 18:10:34.810000000
476,"mattmac",1,2003-01-12 18:10:59.950000000
477,"mattmac",1,2003-01-12 18:13:40.623000000
478,"mattmac",1,2003-01-12 18:24:58.310000000
479,"mattmac",1,2003-01-12 18:25:44.483000000
480,"mattmac",1,2003-01-12 19:01:52.717000000
481,"mattmac",1,2003-01-12 19:03:58.390000000
482,"mattmac",1,2003-01-12 19:20:56.560000000
483,"mattmac",1,2003-01-12 19:21:18.763000000
484,"mattmac",1,2003-01-12 19:27:48.077000000
485,"mattmac",1,2003-01-12 19:31:56.530000000
486,"mattmac",1,2003-01-12 19:33:35.857000000
487,"mattmac",1,2003-01-12 19:35:15.717000000
488,"mattmac",1,2003-01-12 19:36:50.623000000
489,"mattmac",1,2003-01-12 19:41:44.200000000
490,"mattmac",1,2003-01-12 19:49:07.750000000
491,"mattmac",1,2003-01-12 19:55:09.530000000
492,"mattmac",1,2003-01-12 19:56:04.983000000
493,"mattmac",1,2003-01-12 20:19:16.780000000
494,"mattmac",1,2003-01-12 20:33:07.590000000
495,"mattmac",1,2003-01-12 20:34:36.077000000
496,"mattmac",1,2003-01-12 20:54:51.890000000
497,"mattmac",1,2003-01-12 21:28:35.873000000
498,"mattmac",1,2003-01-12 21:28:51.513000000
499,"mattmac",1,2003-01-12 22:05:44.013000000
500,"mattmac",1,2003-01-12 22:45:23.077000000
501,"mattmac",1,2003-01-12 23:12:31.983000000
502,"mattmac",1,2003-01-12 23:22:07.310000000
503,"mattmac",1,2003-01-12 23:23:10.090000000
504,"mattmac",1,2003-01-12 23:23:31.857000000
505,"mattmac",1,2003-01-12 23:47:36.700000000
506,"mattmac",1,2003-01-12 23:48:00.217000000
507,"mattmac",1,2003-01-13 00:06:29.827000000
508,"matmac",0,2003-01-13 00:28:15.437000000
509,"mattmac",0,2003-01-13 00:28:26.043000000
510,"mattmac",1,2003-01-13 00:30:18.590000000
511,"macmatt",0,2003-01-13 00:35:19.717000000
512,"macmatt",0,2003-01-13 00:35:32.937000000
513,"mattmac",1,2003-01-13 00:35:42.450000000
514,"mattmac",1,2003-01-13 00:39:17.390000000
515,"mattmac",1,2003-01-13 00:39:34.217000000
516,"mattmac",1,2003-01-13 01:06:36.687000000
517,"mattmac",1,2003-01-13 01:14:08.840000000
518,"mattmac",1,2003-01-13 01:20:37.233000000
519,"mattmac",1,2003-01-13 01:21:27.327000000
520,"mattmac",1,2003-01-13 01:23:15.937000000
521,"mattmac",1,2003-01-13 01:46:35.390000000
522,"mattmac",1,2003-01-13 02:08:06.123000000
523,"mattmac",1,2003-01-13 02:19:31.467000000
524,"mattmac",1,2003-01-13 02:23:27.937000000
525,"mattmac",1,2003-01-13 02:45:55
526,"mattmac",1,2003-01-13 02:50:37.950000000
527,"mattmac",1,2003-01-13 03:05:06.060000000
528,"macmatt",0,2003-01-13 03:21:02.107000000
529,"mattmac",1,2003-01-13 03:21:16.217000000
530,"mattmac",1,2003-01-13 03:28:41.043000000
531,"mattmac",1,2003-01-13 13:59:37.390000000
532,"mattmac",1,2003-01-13 14:12:20.920000000
533,"mattmac",0,2003-01-13 15:01:38.640000000
534,"mattmac",1,2003-01-13 15:01:56.903000000
535,"mattmac",1,2003-01-13 15:29:46.577000000
536,"mattmac",1,2003-01-13 16:10:45.187000000
537,"mattmac",1,2003-01-13 16:15:27.640000000
538,"mattmac",1,2003-01-13 16:15:57.780000000
539,"mattmac",1,2003-01-13 17:53:23.310000000
540,"mattmac",1,2003-01-14 20:41:29.670000000
541,"mattmac",1,2003-01-14 20:44:54.310000000
542,"mattmac",1,2003-01-14 20:50:33.687000000
